id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
7781, B    , DEM   , F      ,52,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7782, W    , DEM   , F      ,45,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7783, U    , DEM   , F      ,46,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7784, M    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7785, W    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7786, U    , UNA   , U      ,35,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7787, B    , UNA   , F      ,35,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7788, W    , DEM   , F      ,40,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7789, U    , UNA   , F      ,30,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7790, B    , DEM   , F      ,29,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7791, B    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7792, B    , DEM   , F      ,46,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7793, W    , DEM   , F      ,66,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7794, B    , DEM   , F      ,55,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7795, O    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
7796, W    , DEM   , F      ,20,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
7797, W    , DEM   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7798, W    , DEM   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7799, W    , DEM   , F      ,35,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7800, O    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7801, W    , DEM   , F      ,20,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7802, W    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7803, W    , DEM   , F      ,66,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
7804, U    , DEM   , F      ,38,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , PROVISIONAL       , IN-PERSON        
7805, W    , DEM   , F      ,32,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
7806, W    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7807, W    , DEM   , F      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7808, B    , DEM   , F      ,52,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7809, B    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7810, W    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7811, W    , UNA   , F      ,54,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7812, B    , UNA   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7813, U    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7814, W    , DEM   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
7815, B    , DEM   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
7816, W    , DEM   , F      ,58,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
7817, B    , DEM   , F      ,60,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7818, W    , DEM   , F      ,32,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7819, U    , DEM   , U      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7820, O    , DEM   , F      ,62,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7821, W    , DEM   , F      ,37,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7822, W    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7823, W    , DEM   , F      ,31,2, TREATMENT ,3, ABSENTEE BY MAIL , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7824, W    , DEM   , F      ,37,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , IN-PERSON        
7825, W    , DEM   , F      ,44,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7826, B    , UNA   , F      ,44,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
7827, B    , DEM   , F      ,72,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , ABSENTEE ONESTOP 
7828, B    , DEM   , F      ,52,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7829, U    , UNA   , U      ,25,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
7830, B    , DEM   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
7831, W    , DEM   , F      ,51,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7832, M    , UNA   , U      ,53,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7833, B    , DEM   , F      ,39,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7834, W    , DEM   , F      ,33,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7835, W    , DEM   , F      ,36,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , IN-PERSON        
7836, B    , DEM   , F      ,72,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7837, W    , DEM   , F      ,32,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE BY MAIL 
7838, W    , DEM   , U      ,40,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7839, W    , DEM   , F      ,64,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7840, W    , DEM   , F      ,29,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7841, U    , DEM   , F      ,57,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7842, B    , DEM   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7843, B    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
7844, W    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
7845, B    , DEM   , F      ,49,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7846, W    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7847, B    , DEM   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7848, W    , DEM   , F      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7849, W    , DEM   , F      ,44,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7850, B    , DEM   , F      ,45,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7851, W    , DEM   , F      ,42,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
7852, W    , DEM   , F      ,64,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
7853, B    , DEM   , F      ,36,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7854, B    , DEM   , F      ,72,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
7855, B    , DEM   , F      ,45,2, TREATMENT ,3, DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
7856, W    , DEM   , F      ,72,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7857, B    , DEM   , F      ,47,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7858, W    , DEM   , F      ,72,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7859, B    , DEM   , F      ,43,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7860, W    , DEM   , F      ,33,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
7861, W    , DEM   , F      ,39,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7862, W    , DEM   , F      ,32,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7863, U    , DEM   , F      ,64,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7864, B    , DEM   , F      ,42,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7865, B    , DEM   , F      ,29,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , ABSENTEE ONESTOP 
7866, B    , DEM   , F      ,40,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7867, B    , UNA   , F      ,35,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7868, B    , DEM   , F      ,41,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
7869, U    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
7870, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7871, W    , DEM   , F      ,76,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
7872, W    , DEM   , F      ,46,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE BY MAIL , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
7873, U    , UNA   , F      ,32,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
7874, W    , DEM   , F      ,53,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7875, W    , DEM   , F      ,42,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7876, W    , DEM   , F      ,38,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7877, B    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7878, W    , DEM   , F      ,45,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7879, B    , DEM   , F      ,67,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , IN-PERSON        
7880, B    , DEM   , F      ,54,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , DID NOT VOTE     
7881, B    , DEM   , F      ,34,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
7882, B    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7883, B    , DEM   , F      ,81,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7884, B    , DEM   , F      ,70,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7885, B    , DEM   , F      ,36,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7886, B    , DEM   , F      ,34,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7887, B    , DEM   , F      ,70,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , IN-PERSON        , DID NOT VOTE      , IN-PERSON        
7888, W    , DEM   , F      ,50,2, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7889, W    , DEM   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7890, W    , DEM   , F      ,89,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
7891, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7892, W    , DEM   , F      ,33,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7893, B    , DEM   , F      ,37,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7894, B    , DEM   , F      ,82,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7895, B    , DEM   , F      ,37,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7896, B    , UNA   , F      ,77,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7897, U    , DEM   , F      ,55,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7898, B    , DEM   , F      ,68,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
7899, O    , DEM   , F      ,37,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7900, U    , DEM   , F      ,35,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7901, B    , UNA   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7902, W    , DEM   , F      ,32,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7903, W    , DEM   , F      ,56,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7904, B    , DEM   , U      ,49,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , PROVISIONAL      , ABSENTEE ONESTOP  , DID NOT VOTE     
7905, B    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
7906, W    , DEM   , F      ,38,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7907, W    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7908, W    , DEM   , F      ,32,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7909, U    , DEM   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7910, W    , DEM   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7911, O    , DEM   , F      ,45,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7912, B    , UNA   , F      ,26,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7913, B    , DEM   , F      ,54,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7914, B    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7915, B    , DEM   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
7916, W    , DEM   , F      ,44,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
7917, U    , DEM   , U      ,51,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
7918, B    , DEM   , F      ,21,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL , ABSENTEE BY MAIL  , DID NOT VOTE     
7919, W    , DEM   , F      ,52,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7920, B    , DEM   , F      ,45,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
7921, B    , DEM   , U      ,22,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
